date,time,tempTemperature,tempFeelsLike,tempDewpoint,tempHumidity,tempPressure,tempVisibility,windDir,tempWindSpeed,tempGustSpeed,tempPrecip,Events,Condition
2017-12-31,9:51 PM,10,-5.2,-5.1,51,30.32,10,NW,12.7,21.9,0,None,Clear
2017-12-31,10:51 PM,10,-4.5,-4,53,30.32,10,WNW,11.5,18.4,0,None,Clear
2017-12-31,11:51 PM,9,-4.2,-4,56,30.31,10,WNW,9.2,19.6,0,None,Clear
2017-12-31,7:51 PM,12,-2,-5.1,46,30.32,10,WNW,11.5,19.6,0,None,Clear
2017-12-31,8:51 PM,10.9,-1.8,-5.1,49,30.33,10,WNW,9.2,20.7,0,None,Clear
2017-12-31,5:51 PM,12.9,-0.9,-5.1,45,30.3,10,NW,11.5,17.3,0,None,Clear
2017-12-29,2:51 AM,10.9,-0.8,-2.9,54,30.38,10,NW,8.1,0,0,None,Clear
2017-12-31,7:51 AM,14,-0.8,-2.9,47,30.22,10,NW,13.8,21.9,0,None,Clear
2017-12-28,10:51 PM,12,-0.4,-4,49,30.42,10,WNW,9.2,16.1,0,None,Clear
2017-12-31,6:51 PM,12,-0.4,-5.1,46,30.32,10,WNW,9.2,18.4,0,None,Clear
2017-12-28,5:51 AM,14,0.5,-0.9,52,30.5,10,NW,11.5,20.7,0,None,Clear
2017-12-28,11:51 PM,12,0.5,-4,49,30.42,10,NW,8.1,0,0,None,Clear
2017-12-28,8:51 AM,12.9,0.7,-5.1,45,30.56,10,WNW,9.2,23,0,None,Clear
2017-12-28,7:51 AM,12.9,0.7,-2,51,30.55,10,NW,9.2,0,0,None,Clear
2017-12-28,8:51 PM,12.9,0.7,-6,43,30.47,10,NW,9.2,19.6,0,None,Clear
2017-12-31,9:51 AM,12.9,0.7,-4,47,30.29,10,WNW,9.2,20.7,0,None,Clear
2017-12-28,7:51 PM,15.1,1.1,-6,39,30.48,10,WNW,12.7,21.9,0,None,Clear
2017-12-28,4:51 AM,14,1.2,0,54,30.5,10,West,10.4,17.3,0,None,Clear
2017-12-29,12:51 AM,10.9,1.4,-2.9,54,30.4,10,West,5.8,0,0,None,Clear
2017-12-29,3:51 AM,12,1.5,-2,53,30.37,10,WNW,6.9,0,0,None,Mostly Cloudy
2017-12-31,8:51 AM,12.9,1.6,-2.9,49,30.25,10,WNW,8.1,19.6,0,None,Clear
2017-12-31,2:51 PM,15.1,1.8,-4,43,30.26,10,WNW,11.5,24.2,0,None,Overcast
2017-12-31,3:51 PM,14,2,-5.1,43,30.27,10,WNW,9.2,21.9,0,None,Partly Cloudy
2017-12-31,12:51 PM,14,2,-4,45,30.23,10,NW,9.2,20.7,0,None,Clear
2017-12-28,6:51 AM,12.9,2.6,-2.9,49,30.53,10,Variable,6.9,19.6,0,None,Clear
2017-12-29,7:51 AM,12.9,2.6,0,56,30.31,10,WNW,6.9,0,0,None,Partly Cloudy
2017-12-29,1:51 AM,12,2.7,-2.9,51,30.4,10,West,5.8,0,0,None,Clear
2017-12-29,6:51 AM,12,2.7,-0.9,56,30.33,10,WNW,5.8,0,0,None,Overcast
2017-12-28,9:51 AM,14,2.9,-7.1,39,30.56,10,NNW,8.1,19.6,0,None,Clear
2017-12-31,10:51 AM,14,2.9,-5.1,43,30.27,10,NW,8.1,19.6,0,None,Clear
2017-01-09,4:51 AM,15.1,3.3,1,54,30.67,10,West,9.2,0,0,None,Clear
2017-03-05,7:51 AM,15.1,3.3,-9,34,30.67,10,WNW,9.2,0,0,None,Clear
2017-03-05,3:51 AM,15.1,3.3,-7.1,37,30.61,10,NW,9.2,0,0,None,Clear
2017-12-31,1:51 PM,15.1,3.3,-2.9,45,30.25,10,NW,9.2,19.6,0,None,Scattered Clouds
2017-01-08,9:51 AM,18,3.6,3,52,30.29,8,WNW,15,24.2,0,None,Clear
2017-01-08,8:51 AM,17.1,3.6,3,54,30.28,8,West,12.7,17.3,0,None,Clear
2017-03-11,3:51 AM,18,3.6,-2.9,40,30.08,10,WNW,15,23,0,None,Clear
2017-12-31,4:51 PM,12.9,3.8,-5.1,45,30.28,10,Variable,5.8,19.6,0,None,Clear
2017-01-09,5:51 AM,15.1,4.2,1.9,56,30.69,10,West,8.1,0,0,None,Clear
2017-12-28,11:51 AM,15.1,4.2,-7.1,37,30.52,10,WNW,8.1,19.6,0,None,Clear
2017-12-28,5:51 PM,17.1,5,-6,36,30.49,10,WNW,10.4,16.1,0,None,Clear
2017-12-28,4:51 PM,17.1,5,-7.1,34,30.49,10,West,10.4,17.3,0,None,Clear
2017-02-09,10:51 PM,19,5,3,50,30.03,10,NW,15,24.2,0,None,Clear
2017-03-05,6:51 AM,14,5.1,-8,37,30.67,10,Variable,5.8,0,0,None,Clear
2017-03-05,5:51 AM,14,5.1,-7.1,39,30.66,10,Variable,5.8,0,0,None,Clear
2017-12-28,10:51 AM,14,5.1,-8,37,30.55,10,Variable,5.8,19.6,0,None,Clear
2017-12-29,8:51 AM,12.9,5.2,0,56,30.31,10,Variable,4.6,0,0,None,Mostly Cloudy
2017-02-09,9:51 PM,19.9,5.2,1,44,29.99,10,NW,17.3,24.2,0,None,Clear
2017-12-29,10:51 AM,16,5.3,1,52,30.29,10,NW,8.1,0,0,None,Clear
2017-01-08,10:51 AM,19,5.6,3,50,30.29,10,WNW,13.8,20.7,0,None,Partly Cloudy
2017-12-28,1:51 PM,17.1,5.8,-8,33,30.47,10,NW,9.2,17.3,0,None,Clear
2017-01-08,7:51 AM,17.1,5.8,5,59,30.27,8,West,9.2,20.7,0,None,Mostly Cloudy
2017-12-31,5:51 AM,17.1,5.8,3,54,30.18,10,NW,9.2,23,0,None,Clear
2017-12-29,4:51 AM,12,5.9,-2,53,30.32,10,Variable,3.5,0,0,None,Overcast
2017-03-05,8:51 AM,18,6.1,-9.9,29,30.67,10,WNW,10.4,16.1,0,None,Clear
2017-03-11,4:51 AM,18,6.1,0,45,30.11,10,NW,10.4,21.9,0,None,Clear
2017-12-28,3:51 AM,15.1,6.4,1,54,30.49,10,Variable,5.8,0,0,None,Clear
2017-12-29,9:51 AM,15.1,6.4,0,51,30.3,10,Variable,5.8,0,0,None,Partly Cloudy
2017-12-31,11:51 AM,15.1,6.4,-2.9,45,30.25,10,Variable,5.8,20.7,0,None,Clear
2017-01-08,5:51 AM,17.1,6.6,6.1,62,30.25,9,West,8.1,0,0,None,Clear
2017-03-14,11:51 PM,21,6.6,8.1,57,29.52,10,West,17.3,28.8,0,None,Scattered Clouds
2017-02-09,8:51 PM,19.9,6.7,0,42,29.94,10,NW,13.8,29.9,0,None,Clear
2017-12-13,7:51 AM,19.9,6.7,5,52,29.54,10,West,13.8,28.8,0,None,Scattered Clouds
2017-03-04,9:51 PM,19,6.8,-9,29,30.6,10,North,11.5,21.9,0,None,Clear
2017-01-08,1:51 AM,19,6.8,8.1,62,30.19,9,NW,11.5,17.3,0,None,Clear
2017-12-28,3:51 PM,18,6.9,-6,35,30.48,10,WNW,9.2,20.7,0,None,Clear
2017-12-28,9:51 PM,12.9,6.9,-5.1,45,30.44,10,NW,3.5,0,0,None,Clear
2017-03-15,4:51 AM,21,7.1,7,55,29.56,10,WNW,16.1,23,0,None,Clear
2017-03-12,7:51 AM,19,7.5,1.9,47,30.3,10,NW,10.4,16.1,0,None,Clear
2017-12-29,8:51 PM,19,7.5,1.9,47,30.28,10,West,10.4,16.1,0,None,Clear
2017-01-08,6:51 AM,17.1,7.6,5,59,30.26,10,Variable,6.9,0,0,None,Clear
2017-03-11,6:51 AM,17.1,7.6,1.9,52,30.17,10,NW,6.9,0,0,None,Mostly Cloudy
2017-12-31,4:51 AM,17.1,7.6,5,59,30.14,10,WNW,6.9,0,0,None,Clear
2017-02-09,7:51 PM,21,7.6,1,42,29.88,10,NW,15,31.1,0,None,Clear
2017-01-09,3:51 AM,15.1,7.7,1,54,30.66,10,West,4.6,0,0,None,Clear
2017-03-05,4:51 AM,15.1,7.7,-7.1,37,30.64,10,WNW,4.6,0,0,None,Clear
2017-12-28,2:51 PM,18,7.7,-7.1,33,30.48,10,WNW,8.1,20.7,0,None,Clear
2017-12-29,11:51 PM,18,7.7,3,52,30.24,10,West,8.1,0,0,None,Clear
2017-02-09,6:51 PM,21.9,7.8,1.9,42,29.82,10,NW,17.3,26.5,0,None,Unknown
2017-03-05,9:51 AM,19.9,7.9,-11,25,30.65,10,WNW,11.5,18.4,0,None,Clear
2017-03-12,5:51 AM,19.9,7.9,3.9,50,30.28,10,WNW,11.5,21.9,0,None,Clear
2017-01-07,1:51 PM,19.9,7.9,17.1,89,30.15,0.2,NNW,11.5,0,0.03,"Fog	",Snow
2017-12-13,6:51 AM,19.9,7.9,5,52,29.53,10,West,11.5,27.6,0,None,Partly Cloudy
2017-03-04,8:51 PM,21,8.1,-4,33,30.57,10,NW,13.8,26.5,0,None,Clear
2017-01-08,9:51 PM,19,8.2,1,46,30.56,10,WNW,9.2,18.4,0,None,Clear
2017-01-08,2:51 AM,19,8.2,6.1,57,30.21,9,WNW,9.2,19.6,0,None,Clear
2017-12-31,2:51 AM,19,8.2,6.1,57,30.11,10,West,9.2,0,0,None,Clear
2017-02-09,11:51 PM,19,8.2,3.9,52,30.08,10,NW,9.2,0,0,None,Clear
2017-03-11,2:51 AM,19,8.2,-2.9,38,30.06,10,NW,9.2,17.3,0,None,Clear
2017-02-09,5:51 PM,23,8.3,3,42,29.77,8,NW,19.6,36.8,0,None,Unknown
2017-03-04,5:51 AM,21,8.6,3,46,30.49,10,WNW,12.7,0,0,None,Clear
2017-01-07,11:51 PM,21,8.6,12,68,30.15,7,NW,12.7,18.4,0,None,Overcast
2017-12-30,9:22 AM,19.9,8.6,12,71,30.14,0.8,WSW,10.4,23,0,Snow,Light Snow
2017-02-10,3:51 AM,19.9,8.6,6.1,55,30.13,10,West,10.4,31.1,0,None,Clear
2017-01-07,5:51 PM,19.9,8.6,17.1,89,30.12,0.2,North,10.4,19.6,0.03,"Fog	",Snow
2017-03-15,6:51 AM,19.9,8.6,9,62,29.6,10,West,10.4,21.9,0,None,Scattered Clouds
2017-03-15,5:51 AM,19.9,8.6,8.1,60,29.57,10,West,10.4,20.7,0,None,Clear
2017-12-13,8:51 AM,21,8.6,6.1,53,29.54,10,WNW,12.7,26.5,0,None,Mostly Cloudy
2017-03-15,1:51 AM,21,8.6,7,55,29.53,10,WNW,12.7,25.3,0,None,Clear
2017-03-15,12:51 AM,21,8.6,8.1,57,29.5,10,West,12.7,21.9,0,None,Clear
2017-01-09,9:51 AM,17.1,8.7,3,54,30.76,10,West,5.8,0,0,None,Clear
2017-03-04,10:51 PM,18,8.7,-9,30,30.59,10,Variable,6.9,21.9,0,None,Clear
2017-12-27,11:51 PM,17.1,8.7,-0.9,45,30.5,10,Variable,5.8,0,0,None,Clear
2017-01-08,3:51 AM,18,8.7,7,62,30.22,9,WNW,6.9,0,0,None,Clear
2017-03-11,12:51 AM,21.9,8.7,0,38,30.07,10,NW,15,28.8,0,None,Clear
2017-01-09,8:51 AM,16,8.8,3,57,30.73,10,Variable,4.6,0,0,None,Clear
2017-01-09,2:51 AM,16,8.8,1,52,30.65,10,WNW,4.6,0,0,None,Clear
2017-01-09,1:51 AM,16,8.8,0,49,30.64,10,Variable,4.6,0,0,None,Clear
2017-03-05,1:51 AM,16,8.8,-6,38,30.61,10,Variable,4.6,0,0,None,Clear
2017-12-28,1:51 AM,16,8.8,1,52,30.49,10,Variable,4.6,0,0,None,Clear
2017-12-28,2:51 AM,16,8.8,1.9,54,30.49,10,Variable,4.6,0,0,None,Clear
2017-12-27,9:51 AM,19,9,1.9,47,30.51,10,NW,8.1,0,0,None,Mostly Cloudy
2017-03-12,6:51 AM,19,9,1.9,47,30.28,10,NW,8.1,20.7,0,None,Clear
2017-03-12,9:51 AM,21,9.3,1.9,44,30.31,10,NW,11.5,19.6,0,None,Clear
2017-03-12,1:51 AM,21,9.3,3,46,30.28,10,WNW,11.5,17.3,0,None,Clear
2017-01-07,10:51 AM,19.9,9.3,17.1,89,30.27,0.2,NE,9.2,0,0.04,"Fog	",Snow
2017-03-11,9:51 AM,21,9.3,1.9,44,30.18,10,WNW,11.5,19.6,0,None,Overcast
2017-02-10,12:51 AM,19.9,9.3,5,52,30.09,10,West,9.2,0,0,None,Scattered Clouds
2017-02-10,2:51 AM,19.9,9.3,5,52,30.09,10,West,9.2,0,0,None,Clear
2017-12-31,12:51 AM,19.9,9.3,10.9,68,30.05,10,West,9.2,0,0,None,Mostly Cloudy
2017-12-13,5:51 AM,19.9,9.3,5,52,29.5,10,West,9.2,23,0,None,Clear
2017-01-09,6:51 AM,15.1,9.4,1,54,30.68,10,Variable,3.5,0,0,None,Clear
2017-01-07,6:48 PM,19.4,9.5,17.6,93,30.14,1,NNW,8.1,16.1,0.03,Snow,Light Snow
2017-03-15,11:51 AM,23,9.6,9,55,29.59,9,WNW,16.1,26.5,0,None,Overcast
2017-12-29,9:51 PM,18,9.8,3,52,30.27,10,West,5.8,0,0,None,Clear
2017-12-29,10:51 PM,18,9.8,3,52,30.26,10,WNW,5.8,0,0,None,Clear
2017-12-13,3:51 AM,21.9,9.8,3,44,29.5,10,WNW,12.7,27.6,0,None,Partly Cloudy
2017-12-29,2:51 PM,21,9.9,3.9,48,30.22,10,WNW,10.4,19.6,0,None,Partly Cloudy
2017-02-10,6:51 AM,21,9.9,6.1,53,30.2,10,WNW,10.4,18.4,0,None,Clear
2017-02-10,4:51 AM,21,9.9,5,50,30.15,10,West,10.4,20.7,0,None,Clear
2017-01-07,7:37 PM,21,9.9,17.1,85,30.13,1,North,10.4,19.6,0.01,Snow,Light Snow
2017-12-13,4:51 AM,21,9.9,3,46,29.5,10,West,10.4,23,0,None,Clear
2017-01-09,12:51 AM,17.1,10,1,50,30.61,10,Variable,4.6,0,0,None,Clear
2017-01-08,10:51 PM,19,10,1,46,30.59,10,Variable,6.9,0,0,None,Clear
2017-12-28,12:51 AM,17.1,10,0,47,30.5,10,Variable,4.6,0,0,None,Clear
2017-12-27,8:51 AM,19,10,1.9,47,30.5,10,WNW,6.9,0,0,None,Overcast
2017-12-29,11:51 AM,19,10,1,46,30.25,10,West,6.9,0,0,None,Clear
2017-12-31,3:51 AM,19,10,6.1,57,30.11,10,West,6.9,17.3,0,None,Clear
2017-12-27,10:51 AM,19.9,10.1,1,44,30.5,10,West,8.1,0,0,None,Clear
2017-12-29,5:51 PM,19.9,10.1,1.9,46,30.26,10,NW,8.1,17.3,0,None,Clear
2017-01-07,1:32 PM,19.9,10.1,16,85,30.2,0.2,North,8.1,0,0.02,"Fog	",Snow
2017-01-08,12:51 AM,19.9,10.1,8.1,60,30.16,8,WNW,8.1,0,0,None,Clear
2017-12-13,9:51 AM,23,10.1,7,50,29.56,10,West,15,28.8,0,None,Mostly Cloudy
2017-03-05,12:51 AM,16,10.4,-7.1,36,30.61,10,Variable,3.5,0,0,None,Clear
2017-01-09,10:51 PM,21,10.6,9,60,30.67,10,SW,9.2,16.1,0,None,Clear
2017-01-08,7:51 PM,21,10.6,1.9,44,30.49,10,NW,9.2,19.6,0,None,Clear
2017-03-04,4:51 AM,21,10.6,1.9,44,30.48,10,NW,9.2,18.4,0,None,Clear
2017-01-07,10:28 AM,21,10.6,16,81,30.3,0.2,NNE,9.2,16.1,0.02,Snow,Heavy Snow
2017-01-07,9:51 AM,21,10.6,15.1,78,30.3,0.5,NE,9.2,0,0,Snow,Snow
2017-03-12,4:51 AM,21,10.6,3,46,30.29,10,WNW,9.2,0,0,None,Partly Cloudy
2017-12-29,3:51 PM,21,10.6,3,46,30.22,10,West,9.2,20.7,0,None,Partly Cloudy
2017-02-10,5:51 AM,21,10.6,6.1,53,30.18,10,West,9.2,18.4,0,None,Clear
2017-01-07,7:05 PM,21,10.6,17.1,85,30.14,1.5,NNW,9.2,17.3,0,Snow,Light Snow
2017-12-30,10:51 PM,21,10.6,12.9,71,30.02,8,West,9.2,20.7,0,None,Mostly Cloudy
2017-03-15,10:51 AM,23,10.6,7,50,29.6,10,West,13.8,27.6,0,None,Overcast
2017-03-15,3:51 AM,21,10.6,7,55,29.56,10,West,9.2,29.9,0,None,Clear
2017-03-04,7:51 PM,21.9,11,-5.1,30,30.56,10,WNW,10.4,21.9,0,None,Clear
2017-01-08,5:51 PM,21.9,11,1.9,42,30.41,10,West,10.4,21.9,0,None,Clear
2017-01-09,12:51 PM,19.9,11.1,3,48,30.69,10,West,6.9,0,0,None,Scattered Clouds
2017-01-08,8:51 PM,19.9,11.1,3.9,50,30.53,10,Variable,6.9,19.6,0,None,Clear
2017-12-27,10:51 PM,18,11.1,-0.9,44,30.5,10,Variable,4.6,0,0,None,Clear
2017-12-27,9:51 PM,19,11.1,-2,40,30.5,10,West,5.8,0,0,None,Clear
2017-12-27,7:51 AM,19,11.1,1.9,47,30.5,10,WNW,5.8,0,0,None,Overcast
2017-03-12,8:51 AM,19.9,11.1,3,48,30.32,10,Variable,6.9,18.4,0,None,Clear
2017-12-29,7:51 PM,19,11.1,1.9,47,30.27,10,Variable,5.8,0,0,None,Clear
2017-01-08,11:51 AM,19.9,11.1,3.9,50,30.27,10,West,6.9,0,0,None,Overcast
2017-12-29,6:51 PM,19.9,11.1,1.9,46,30.26,10,Variable,6.9,0,0,None,Clear
2017-12-30,1:51 AM,18,11.1,3,52,30.2,10,WNW,4.6,0,0,None,Clear
2017-03-11,8:51 AM,19.9,11.1,3,48,30.19,10,Variable,6.9,0,0,None,Overcast
2017-01-07,4:51 PM,19.9,11.1,17.1,89,30.12,0.5,Variable,6.9,18.4,0.05,"Fog	",Snow
2017-12-30,9:51 AM,19.9,11.1,12.9,74,30.1,0.8,West,6.9,0,0.01,Snow,Light Snow
2017-03-15,4:51 PM,25,11.3,10.9,55,29.63,10,West,18.4,28.8,0,None,Overcast
2017-01-09,1:51 PM,21,11.4,3,46,30.68,10,West,8.1,0,0,None,Overcast
2017-03-04,7:51 AM,21,11.4,3.9,48,30.52,10,NW,8.1,0,0,None,Overcast
2017-12-27,6:51 PM,21,11.4,-0.9,38,30.49,10,NW,8.1,0,0,None,Clear
2017-01-07,12:03 PM,21,11.4,17.1,85,30.23,0.5,NNE,8.1,16.1,0.01,"Fog	",Snow
2017-12-29,4:51 PM,21,11.4,3,46,30.23,10,West,8.1,0,0,None,Partly Cloudy
2017-01-07,11:51 AM,21,11.4,17.1,85,30.21,0.2,NNE,8.1,18.4,0.03,"Fog	",Snow
2017-01-07,1:22 PM,21,11.4,16,81,30.18,0.5,North,8.1,18.4,0.01,Snow,Snow
2017-01-07,12:51 PM,21,11.4,17.1,85,30.18,0.2,North,8.1,18.4,0.04,"Fog	",Snow
2017-12-30,7:51 AM,21,11.4,3.9,48,30.13,10,West,8.1,0,0,None,Overcast
2017-12-30,8:51 AM,21,11.4,6.1,53,30.13,9,West,8.1,0,0,None,Overcast
2017-03-15,7:51 AM,21,11.4,7,55,29.59,10,West,8.1,18.4,0,None,Mostly Cloudy
2017-03-04,12:51 AM,23,11.7,1.9,40,30.46,10,WNW,11.5,26.5,0,None,Clear
2017-01-08,6:51 PM,21.9,11.7,1.9,42,30.46,10,WNW,9.2,0,0,None,Clear
2017-03-13,1:51 AM,21.9,11.7,1.9,42,30.43,10,NW,9.2,18.4,0,None,Clear
2017-02-04,7:51 AM,21.9,11.7,5,48,30.36,10,West,9.2,0,0,None,Clear
2017-01-07,9:16 AM,21.9,11.7,12,66,30.32,1.8,ENE,9.2,0,0,Snow,Light Snow
2017-02-04,5:51 AM,21.9,11.7,5,48,30.32,10,WNW,9.2,0,0,None,Clear
2017-01-07,8:51 AM,21.9,11.7,9,58,30.3,3,ENE,9.2,17.3,0,Snow,Light Snow
2017-02-04,4:51 AM,21.9,11.7,3.9,46,30.3,10,WNW,9.2,23,0,None,Clear
2017-01-07,5:51 AM,23,11.7,3.9,44,30.3,10,NE,11.5,0,0,None,Overcast
2017-01-08,12:51 PM,21.9,11.7,5,48,30.26,10,WNW,9.2,23,0,None,Overcast
2017-12-15,12:51 AM,21.9,11.7,6.1,51,30.09,10,WNW,9.2,0,0,None,Clear
2017-03-15,9:51 AM,23,11.7,8.1,53,29.6,10,West,11.5,26.5,0,None,Overcast
2017-03-03,11:51 PM,24.1,12,1,37,30.45,10,WNW,13.8,29.9,0,None,Clear
2017-01-07,6:33 PM,19.9,12.1,17.1,89,30.14,0.8,Variable,5.8,20.7,0.03,Snow,Light Snow
2017-12-30,9:08 AM,19.9,12.1,8.1,60,30.14,1.8,Variable,5.8,20.7,0,Snow,Light Snow
2017-01-07,4:30 PM,19.9,12.1,17.1,89,30.14,0.2,Variable,5.8,17.3,0.03,"Fog	",Snow
2017-01-07,3:51 PM,19.9,12.1,18,92,30.11,0.2,Variable,5.8,0,0.03,"Fog	",Snow
2017-12-30,10:35 AM,19.9,12.1,12.9,74,30.1,0.8,Variable,5.8,16.1,0,Snow,Light Snow
2017-12-30,11:51 PM,19.9,12.1,12,71,30.06,9,Variable,5.8,0,0,None,Clear
2017-12-31,1:51 AM,19.9,12.1,8.1,60,30.06,10,Variable,5.8,0,0,None,Clear
2017-03-14,9:51 PM,25,12.2,14,63,29.45,10,WNW,16.1,28.8,0,None,Clear
2017-12-30,3:51 AM,19,12.3,3.9,52,30.19,10,WNW,4.6,0,0,None,Overcast
2017-12-30,4:51 AM,19,12.3,5,54,30.15,10,West,4.6,0,0,None,Overcast
2017-03-04,3:51 AM,21,12.4,1.9,44,30.47,10,Variable,6.9,20.7,0,None,Clear
2017-03-13,2:51 AM,21,12.4,3,46,30.45,10,NW,6.9,0,0,None,Clear
2017-01-07,7:51 AM,23,12.4,5,46,30.3,10,NE,10.4,20.7,0,None,Overcast
2017-03-12,3:51 AM,21,12.4,3,46,30.27,10,Variable,6.9,0,0,None,Clear
2017-03-11,9:51 PM,23,12.4,3.9,44,30.26,10,WNW,10.4,24.2,0,None,Clear
2017-01-07,12:12 PM,21,12.4,17.1,85,30.21,0.2,Variable,6.9,0,0.01,"Fog	",Snow
2017-03-11,11:51 AM,23,12.4,5,46,30.16,10,West,10.4,17.3,0,None,Overcast
2017-01-07,8:25 PM,21,12.4,17.1,85,30.14,1.8,Variable,6.9,0,0,Snow,Light Snow
2017-01-07,8:42 PM,21,12.4,16,81,30.14,1.5,WNW,6.9,0,0,Snow,Light Snow
2017-03-15,2:51 AM,21,12.4,7,55,29.55,10,Variable,6.9,25.3,0,None,Clear
2017-12-13,2:51 AM,23,12.4,3,42,29.52,10,West,10.4,17.3,0,None,Partly Cloudy
2017-01-09,4:51 PM,21.9,12.5,7,53,30.65,10,South,8.1,0,0,None,Scattered Clouds
2017-12-26,10:51 AM,24.1,12.5,0,35,30.4,10,West,12.7,21.9,0,None,Clear
2017-02-04,6:51 AM,21.9,12.5,5,48,30.35,10,WNW,8.1,0,0,None,Clear
2017-03-12,12:51 AM,21.9,12.5,3.9,46,30.3,10,WNW,8.1,0,0,None,Clear
2017-02-04,1:51 AM,24.1,12.5,3,40,30.26,10,NW,12.7,20.7,0,None,Clear
2017-02-10,7:51 AM,21.9,12.5,6.1,51,30.21,10,WSW,8.1,0,0,None,Clear
2017-12-15,1:51 AM,21.9,12.5,5,48,30.11,10,West,8.1,0,0,None,Clear
2017-12-30,2:10 PM,21.9,12.5,17.1,82,29.93,1.2,WSW,8.1,0,0,Snow,Light Snow
2017-01-07,9:48 AM,21.2,12.6,14,74,30.31,0.5,Variable,6.9,16.1,0,Snow,Snow
2017-12-26,4:51 AM,25,12.6,1,36,30.28,10,WNW,15,21.9,0,None,Clear
2017-03-15,2:51 PM,25,12.6,10,53,29.58,9,WNW,15,27.6,0,None,Overcast
2017-01-08,11:51 PM,18,12.7,1.9,50,30.6,10,Variable,3.5,17.3,0,None,Clear
2017-12-30,12:51 AM,18,12.7,1.9,50,30.24,10,Variable,3.5,0,0,None,Clear
2017-01-08,4:51 AM,18,12.7,6.1,60,30.23,9,Variable,3.5,0,0,None,Clear
2017-12-30,2:51 AM,18,12.7,3,52,30.19,10,WNW,3.5,0,0,None,Clear
2017-03-11,5:51 AM,18,12.7,0,45,30.15,10,Variable,3.5,0,0,None,Mostly Cloudy
2017-03-04,8:51 AM,23,13.1,3.9,44,30.51,10,WNW,9.2,17.3,0,None,Mostly Cloudy
2017-12-26,11:51 PM,23,13.1,3.9,44,30.46,10,WNW,9.2,0,0,None,Clear
2017-03-03,10:51 PM,25,13.1,1,36,30.44,10,WNW,13.8,24.2,0,None,Clear
2017-12-27,1:51 PM,23,13.1,-2,34,30.42,10,WNW,9.2,18.4,0,None,Clear
2017-12-26,8:51 AM,24.1,13.1,1,37,30.4,10,West,11.5,18.4,0,None,Clear
2017-01-08,1:51 PM,23,13.1,5,46,30.27,10,NW,9.2,23,0,None,Mostly Cloudy
2017-02-04,12:51 AM,25,13.1,3.9,41,30.23,10,WNW,13.8,23,0,None,Clear
2017-03-10,11:51 PM,23,13.1,8.1,53,30.02,10,West,9.2,25.3,0,None,Partly Cloudy
2017-03-10,10:51 PM,25,13.1,7,46,30,10,WNW,13.8,26.5,0,None,Clear
2017-12-30,4:51 PM,23,13.1,14,68,29.93,9,West,9.2,0,0,None,Clear
2017-12-30,4:02 PM,23,13.1,16,74,29.92,7,WNW,9.2,0,0,None,Scattered Clouds
2017-02-09,4:51 PM,25,13.1,6.1,45,29.7,8,NW,13.8,33.4,0,None,Unknown
2017-03-15,12:51 PM,24.1,13.1,10.9,57,29.58,10,West,11.5,25.3,0,None,Overcast
2017-01-09,11:51 AM,19.9,13.4,3.9,50,30.7,10,West,4.6,0,0,None,Partly Cloudy
2017-01-09,11:51 PM,21.9,13.4,9,58,30.65,10,Variable,6.9,0,0,None,Clear
2017-03-13,7:51 AM,19.9,13.4,3.9,50,30.5,10,Variable,4.6,0,0,None,Clear
2017-12-27,5:51 AM,19.9,13.4,1.9,46,30.49,10,WNW,4.6,0,0,None,Overcast
2017-12-27,4:51 AM,19.9,13.4,1.9,46,30.48,10,NW,4.6,0,0,None,Overcast
2017-03-13,5:51 AM,19.9,13.4,5,52,30.46,10,Variable,4.6,0,0,None,Clear
2017-03-11,11:51 PM,21.9,13.4,3.9,46,30.26,10,West,6.9,21.9,0,None,Clear
2017-03-11,10:51 PM,21.9,13.4,3.9,46,30.25,10,Variable,6.9,19.6,0,None,Clear
2017-12-29,1:51 PM,21.9,13.4,3,44,30.2,10,Variable,6.9,0,0,None,Mostly Cloudy
2017-01-07,4:09 PM,19.9,13.4,17.1,89,30.16,0.2,Variable,4.6,0,0.02,"Fog	",Snow
2017-01-07,6:51 PM,19.9,13.4,17.1,89,30.12,1,Variable,4.6,16.1,0.03,Snow,Light Snow
2017-01-07,8:51 PM,21,13.4,16,81,30.12,1.8,Variable,5.8,0,0,Snow,Light Snow
2017-12-30,9:59 AM,19.9,13.4,12.9,74,30.11,1,Variable,4.6,0,0,Snow,Light Snow
2017-12-15,2:51 AM,21,13.4,6.1,53,30.11,10,WNW,5.8,0,0,None,Clear
2017-02-10,1:51 AM,19.9,13.4,3.9,50,30.09,10,Variable,4.6,0,0,None,Clear
2017-12-15,3:51 AM,21,13.4,7,55,30.09,10,WNW,5.8,0,0,None,Clear
2017-12-30,8:51 PM,21.9,13.4,14,72,29.99,8,West,6.9,18.4,0,None,Partly Cloudy
2017-12-30,1:51 PM,21.9,13.4,16,78,29.93,2,WNW,6.9,0,0.01,None,Haze
2017-03-15,10:51 PM,25,13.6,14,63,29.84,10,West,12.7,24.2,0,None,Mostly Cloudy
2017-03-15,9:51 PM,26.1,13.6,10,51,29.82,10,West,16.1,26.5,0,None,Partly Cloudy
2017-02-09,3:51 PM,25,13.6,9,51,29.66,5,WNW,12.7,24.2,0,None,Haze
