2017-7-23,6:11 AM,  72.0 °F,  71.1 °F,97%,  29.78 in,  1.8 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,6:33 AM,  73.0 °F,  72.0 °F,96%,  29.78 in,  0.8 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,6:48 AM,  73.4 °F,  71.6 °F,94%,  29.78 in,  1.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,6:51 AM,  73.0 °F,  71.1 °F,93%,  29.76 in,  1.2 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,7:26 AM,  73.0 °F,  72.0 °F,96%,  29.79 in,  0.8 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,7:36 AM,  73.0 °F,  72.0 °F,96%,  29.80 in,  0.5 mi,Calm,Calm,  -,N/A,Fog,Fog
2017-7-23,7:51 AM,  73.0 °F,  72.0 °F,96%,  29.77 in,  0.8 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,7:56 AM,  73.0 °F,  72.0 °F,96%,  29.80 in,  1.8 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-7-23,8:08 AM,  73.0 °F,  72.0 °F,96%,  29.80 in,  2.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-7-23,8:18 AM,  73.0 °F,  72.0 °F,96%,  29.81 in,  1.8 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-7-23,8:23 AM,  73.0 °F,  72.0 °F,96%,  29.81 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-7-23,8:36 AM,  73.0 °F,  71.1 °F,93%,  29.82 in,  4.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-7-23,8:43 AM,  73.0 °F,  71.1 °F,93%,  29.82 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-7-23,8:51 AM,  73.9 °F,  71.1 °F,91%,  29.79 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,9:06 AM,  73.9 °F,  72.0 °F,93%,  29.82 in,  1.8 mi,WNW,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-23,9:14 AM,  73.9 °F,  72.0 °F,93%,  29.81 in,  3.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,9:31 AM,  75.0 °F,  72.0 °F,90%,  29.82 in,  2.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,9:51 AM,  73.9 °F,  71.1 °F,91%,  29.80 in,  4.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,10:09 AM,  75.0 °F,  71.1 °F,87%,  29.82 in,  6.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-7-23,10:36 AM,  75.9 °F,  72.0 °F,87%,  29.83 in,  5.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,10:44 AM,  77.0 °F,  71.1 °F,82%,  29.83 in,  6.0 mi,ENE,  4.6 mph,  -,N/A,	 ,Haze
2017-7-23,10:51 AM,  77.0 °F,  70.0 °F,79%,  29.81 in,  6.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Haze
2017-7-23,10:58 AM,  77.0 °F,  71.1 °F,82%,  29.83 in,  6.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Haze
2017-7-23,11:05 AM,  78.1 °F,  71.1 °F,79%,  29.84 in,  6.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Haze
2017-7-23,11:51 AM,  75.9 °F,  69.1 °F,79%,  29.81 in,  8.0 mi,East,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-23,12:51 PM,  73.9 °F,  69.1 °F,85%,  29.84 in,  6.0 mi,Calm,Calm,  -,N/A,	 ,Haze
2017-7-23,1:48 PM,  73.4 °F,  69.8 °F,88%,  29.86 in,  7.0 mi,East,  3.5 mph,  -,  0.01 in,	 ,Overcast
2017-7-23,1:51 PM,  73.9 °F,  69.1 °F,85%,  29.84 in,  8.0 mi,Calm,Calm,  -,  0.01 in,	 ,Overcast
2017-7-23,2:05 PM,  73.9 °F,  70.0 °F,87%,  29.87 in,  7.0 mi,ESE,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-23,2:15 PM,  73.9 °F,  69.1 °F,85%,  29.86 in,  7.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-23,2:51 PM,  75.0 °F,  70.0 °F,84%,  29.83 in,  7.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-23,3:11 PM,  75.0 °F,  70.0 °F,84%,  29.85 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-7-23,3:40 PM,  77.0 °F,  69.1 °F,76%,  29.84 in,  8.0 mi,East,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-23,3:51 PM,  78.1 °F,  69.1 °F,74%,  29.81 in,  8.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-23,4:39 PM,  78.1 °F,  68.0 °F,71%,  29.85 in,  8.0 mi,ENE,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-23,4:51 PM,  75.9 °F,  69.1 °F,79%,  29.82 in,  8.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-23,5:51 PM,  75.9 °F,  69.1 °F,79%,  29.83 in,  8.0 mi,SSE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-23,6:32 PM,  75.9 °F,  66.0 °F,71%,  29.86 in,  9.0 mi,SE,  9.2 mph,  -,N/A,	 ,Overcast
2017-7-23,6:51 PM,  75.9 °F,  66.0 °F,71%,  29.83 in,  9.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Scattered Clouds
2017-7-23,7:51 PM,  75.0 °F,  66.9 °F,76%,  29.84 in,  9.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-23,8:19 PM,  73.9 °F,  66.9 °F,79%,  29.88 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-23,8:44 PM,  75.0 °F,  66.0 °F,73%,  29.87 in,  10.0 mi,SE,  8.1 mph,  -,N/A,	 ,Scattered Clouds
2017-7-23,8:51 PM,  73.9 °F,  66.0 °F,76%,  29.85 in,  10.0 mi,North,  -,  -,N/A,	 ,Scattered Clouds
2017-7-23,8:59 PM,  73.0 °F,  66.9 °F,81%,  29.88 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2017-7-23,9:51 PM,  73.9 °F,  66.9 °F,79%,  29.86 in,  10.0 mi,SE,  8.1 mph,  -,N/A,	 ,Scattered Clouds
2017-7-23,10:02 PM,  75.0 °F,  66.9 °F,76%,  29.89 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-23,10:28 PM,  73.9 °F,  66.9 °F,79%,  29.88 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-23,10:51 PM,  73.0 °F,  66.9 °F,81%,  29.85 in,  10.0 mi,SSE,  6.9 mph,  -,  0.00 in,	 ,Mostly Cloudy
2017-7-23,11:08 PM,  73.0 °F,  68.0 °F,84%,  29.88 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-23,11:32 PM,  73.0 °F,  66.9 °F,81%,  29.89 in,  10.0 mi,North,  -,  -,N/A,	 ,Overcast
2017-7-23,11:51 PM,  73.0 °F,  66.9 °F,81%,  29.86 in,  9.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-24,12:51 AM,  73.0 °F,  68.0 °F,84%,  29.84 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-24,1:51 AM,  73.0 °F,  66.9 °F,81%,  29.83 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-24,2:49 AM,  73.4 °F,  66.2 °F,78%,  29.83 in,  10.0 mi,East,  8.1 mph,  19.6 mph,N/A,	 ,Overcast
2017-7-24,2:51 AM,  73.0 °F,  66.0 °F,79%,  29.80 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-24,3:09 AM,  72.0 °F,  66.9 °F,84%,  29.83 in,  10.0 mi,East,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-24,3:51 AM,  72.0 °F,  64.9 °F,78%,  29.79 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-24,4:51 AM,  70.0 °F,  66.9 °F,90%,  29.78 in,  3.0 mi,East,  5.8 mph,  -,  0.03 in,Rain,Rain
2017-7-24,5:07 AM,  70.0 °F,  68.0 °F,93%,  29.80 in,  3.0 mi,ENE,  5.8 mph,  -,  0.04 in,Rain,Rain
2017-7-24,5:16 AM,  69.1 °F,  68.0 °F,96%,  29.79 in,  2.5 mi,ENE,  9.2 mph,  -,  0.07 in,Rain,Light Rain
2017-7-24,5:40 AM,  69.1 °F,  68.0 °F,96%,  29.81 in,  1.5 mi,Variable,  3.5 mph,  -,  0.17 in,Rain,Heavy Rain
2017-7-24,5:51 AM,  69.1 °F,  68.0 °F,96%,  29.77 in,  1.5 mi,East,  5.8 mph,  -,  0.24 in,Rain,Rain
2017-7-24,6:04 AM,  69.1 °F,  66.9 °F,93%,  29.78 in,  3.0 mi,Variable,  6.9 mph,  -,  0.06 in,Rain,Light Rain
2017-7-24,6:51 AM,  69.1 °F,  66.9 °F,93%,  29.76 in,  2.5 mi,Variable,  6.9 mph,  -,  0.08 in,Rain,Light Rain
2017-7-24,7:51 AM,  68.0 °F,  66.9 °F,96%,  29.76 in,  5.0 mi,Variable,  6.9 mph,  -,  0.00 in,	 ,Overcast
2017-7-24,8:33 AM,  68.0 °F,  66.9 °F,96%,  29.80 in,  1.8 mi,Variable,  5.8 mph,  -,  0.00 in,Rain,Rain
2017-7-24,8:51 AM,  68.0 °F,  66.9 °F,96%,  29.76 in,  2.5 mi,Variable,  5.8 mph,  -,  0.05 in,Rain,Light Rain
2017-7-24,8:54 AM,  68.0 °F,  66.9 °F,96%,  29.78 in,  3.0 mi,Variable,  6.9 mph,  -,  0.00 in,Rain,Light Rain
2017-7-24,9:14 AM,  66.9 °F,  66.0 °F,97%,  29.77 in,  7.0 mi,ENE,  13.8 mph,  23.0 mph,  0.00 in,Rain,Light Rain
2017-7-24,9:51 AM,  66.0 °F,  64.0 °F,93%,  29.75 in,  4.0 mi,ENE,  11.5 mph,  20.7 mph,  0.01 in,Rain,Light Rain
2017-7-24,10:21 AM,  64.9 °F,  63.0 °F,93%,  29.80 in,  1.5 mi,NNE,  9.2 mph,  19.6 mph,  0.02 in,Rain,Rain
2017-7-24,10:31 AM,  64.9 °F,  63.0 °F,93%,  29.81 in,  0.5 mi,NE,  11.5 mph,  19.6 mph,  0.12 in,Fog	,Rain,Heavy Rain
2017-7-24,10:49 AM,  64.4 °F,  62.6 °F,94%,  29.82 in,  1.0 mi,NE,  9.2 mph,  -,  0.27 in,Rain,Heavy Rain
2017-7-24,10:51 AM,  64.0 °F,  63.0 °F,96%,  29.79 in,  1.2 mi,NE,  9.2 mph,  -,  0.28 in,Rain,Heavy Rain
2017-7-24,10:58 AM,  64.0 °F,  63.0 °F,96%,  29.82 in,  2.0 mi,NE,  11.5 mph,  17.3 mph,  0.02 in,Rain,Light Rain
2017-7-24,11:06 AM,  64.0 °F,  62.1 °F,93%,  29.82 in,  5.0 mi,NE,  10.4 mph,  17.3 mph,  0.02 in,Rain,Light Rain
2017-7-24,11:21 AM,  64.0 °F,  62.1 °F,93%,  29.82 in,  4.0 mi,NE,  9.2 mph,  17.3 mph,  0.03 in,Rain,Light Rain
2017-7-24,11:34 AM,  64.0 °F,  63.0 °F,96%,  29.81 in,  2.5 mi,Variable,  6.9 mph,  -,  0.04 in,Rain,Light Rain
2017-7-24,11:41 AM,  64.0 °F,  62.1 °F,93%,  29.82 in,  5.0 mi,NNE,  8.1 mph,  -,  0.04 in,Rain,Light Rain
2017-7-24,11:51 AM,  64.0 °F,  62.1 °F,93%,  29.80 in,  8.0 mi,NE,  8.1 mph,  -,  0.04 in,	 ,Overcast
2017-7-24,12:27 PM,  63.0 °F,  62.1 °F,97%,  29.85 in,  7.0 mi,NE,  12.7 mph,  18.4 mph,  0.01 in,	 ,Overcast
2017-7-24,12:51 PM,  63.0 °F,  61.0 °F,93%,  29.84 in,  10.0 mi,NE,  9.2 mph,  -,  0.01 in,	 ,Overcast
2017-7-24,1:51 PM,  64.0 °F,  61.0 °F,90%,  29.84 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-24,2:05 PM,  64.0 °F,  60.1 °F,87%,  29.87 in,  10.0 mi,Variable,  6.9 mph,  20.7 mph,N/A,	 ,Overcast
2017-7-24,2:51 PM,  66.0 °F,  59.0 °F,78%,  29.84 in,  10.0 mi,NE,  8.1 mph,  -,N/A,	 ,Overcast
2017-7-24,3:51 PM,  68.0 °F,  61.0 °F,78%,  29.85 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-24,4:51 PM,  69.1 °F,  59.0 °F,70%,  29.85 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-24,5:51 PM,  68.0 °F,  61.0 °F,78%,  29.86 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-24,6:51 PM,  66.9 °F,  60.1 °F,79%,  29.88 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-24,7:19 PM,  66.9 °F,  59.0 °F,76%,  29.90 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Scattered Clouds
2017-7-24,7:51 PM,  66.9 °F,  59.0 °F,76%,  29.88 in,  10.0 mi,East,  6.9 mph,  -,N/A,	 ,Scattered Clouds
2017-7-24,8:51 PM,  66.0 °F,  59.0 °F,78%,  29.88 in,  10.0 mi,ENE,  8.1 mph,  -,  0.00 in,	 ,Mostly Cloudy
2017-7-24,9:20 PM,  64.9 °F,  59.0 °F,81%,  29.92 in,  10.0 mi,East,  8.1 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-24,9:51 PM,  64.9 °F,  57.9 °F,78%,  29.91 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-24,10:51 PM,  64.9 °F,  57.9 °F,78%,  29.94 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-24,11:51 PM,  64.9 °F,  57.9 °F,78%,  29.96 in,  10.0 mi,East,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-25,12:51 AM,  64.0 °F,  57.9 °F,80%,  29.97 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-25,1:29 AM,  64.9 °F,  59.0 °F,81%,  30.01 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-25,1:51 AM,  64.0 °F,  57.9 °F,80%,  29.98 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-25,2:51 AM,  63.0 °F,  57.9 °F,84%,  29.99 in,  10.0 mi,NE,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-25,3:30 AM,  63.0 °F,  57.9 °F,84%,  30.00 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-25,3:51 AM,  63.0 °F,  59.0 °F,87%,  29.97 in,  9.0 mi,East,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-25,4:41 AM,  63.0 °F,  59.0 °F,87%,  30.01 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,4:51 AM,  63.0 °F,  59.0 °F,87%,  29.99 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,5:51 AM,  63.0 °F,  59.0 °F,87%,  30.01 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-25,6:51 AM,  64.0 °F,  59.0 °F,84%,  30.03 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-25,7:51 AM,  64.0 °F,  59.0 °F,84%,  30.04 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,8:51 AM,  64.0 °F,  59.0 °F,84%,  30.06 in,  10.0 mi,NE,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,9:51 AM,  64.9 °F,  59.0 °F,81%,  30.07 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,10:51 AM,  64.9 °F,  59.0 °F,81%,  30.09 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-25,11:51 AM,  64.9 °F,  59.0 °F,81%,  30.11 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,12:47 PM,  66.2 °F,  59.0 °F,78%,  30.14 in,  10.0 mi,ENE,  8.1 mph,  -,N/A,	 ,Overcast
2017-7-25,12:51 PM,  66.0 °F,  59.0 °F,78%,  30.12 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-25,1:51 PM,  69.1 °F,  59.0 °F,70%,  30.12 in,  10.0 mi,NE,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-25,2:21 PM,  69.1 °F,  60.1 °F,73%,  30.14 in,  10.0 mi,North,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,2:35 PM,  69.1 °F,  60.1 °F,73%,  30.15 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-25,2:42 PM,  69.1 °F,  61.0 °F,75%,  30.15 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-25,2:49 PM,  69.8 °F,  60.8 °F,73%,  30.15 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-25,2:51 PM,  69.1 °F,  60.1 °F,73%,  30.12 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,3:51 PM,  71.1 °F,  60.1 °F,68%,  30.13 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,4:51 PM,  71.1 °F,  60.1 °F,68%,  30.13 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-25,5:51 PM,  69.1 °F,  60.1 °F,73%,  30.15 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-25,6:51 PM,  68.0 °F,  60.1 °F,76%,  30.16 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-25,7:13 PM,  68.0 °F,  60.1 °F,76%,  30.19 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-25,7:51 PM,  68.0 °F,  60.1 °F,76%,  30.17 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-25,8:06 PM,  68.0 °F,  59.0 °F,73%,  30.20 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-25,8:51 PM,  68.0 °F,  59.0 °F,73%,  30.19 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-25,9:51 PM,  68.0 °F,  59.0 °F,73%,  30.21 in,  10.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-25,10:51 PM,  68.0 °F,  57.9 °F,70%,  30.22 in,  10.0 mi,NE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-25,11:51 PM,  66.9 °F,  57.0 °F,70%,  30.22 in,  10.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-26,12:25 AM,  66.9 °F,  57.0 °F,70%,  30.25 in,  10.0 mi,ENE,  9.2 mph,  -,N/A,	 ,Overcast
2017-7-26,12:48 AM,  66.2 °F,  57.2 °F,73%,  30.25 in,  10.0 mi,NE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-26,12:51 AM,  66.9 °F,  57.0 °F,70%,  30.23 in,  10.0 mi,ENE,  6.9 mph,  -,N/A,	 ,Overcast
2017-7-26,1:51 AM,  66.9 °F,  57.0 °F,70%,  30.23 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-26,2:51 AM,  66.0 °F,  57.0 °F,73%,  30.22 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-26,3:51 AM,  66.0 °F,  57.0 °F,73%,  30.21 in,  10.0 mi,ENE,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-26,4:25 AM,  66.0 °F,  57.0 °F,73%,  30.23 in,  10.0 mi,ENE,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-26,4:51 AM,  64.9 °F,  57.9 °F,78%,  30.22 in,  10.0 mi,North,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-26,5:51 AM,  64.9 °F,  57.0 °F,75%,  30.24 in,  10.0 mi,NNE,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-26,6:51 AM,  66.9 °F,  57.0 °F,70%,  30.24 in,  10.0 mi,ENE,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-26,7:51 AM,  66.0 °F,  57.0 °F,73%,  30.25 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-7-26,8:51 AM,  70.0 °F,  55.0 °F,59%,  30.26 in,  10.0 mi,ENE,  4.6 mph,  -,N/A,	 ,Clear
2017-7-26,9:51 AM,  71.1 °F,  54.0 °F,55%,  30.25 in,  10.0 mi,East,  5.8 mph,  -,N/A,	 ,Clear
2017-7-26,10:51 AM,  73.0 °F,  55.0 °F,53%,  30.25 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-7-26,11:51 AM,  75.9 °F,  55.0 °F,48%,  30.24 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-7-26,12:51 PM,  73.0 °F,  60.1 °F,64%,  30.22 in,  10.0 mi,WSW,  8.1 mph,  -,N/A,	 ,Overcast
2017-7-26,1:51 PM,  75.0 °F,  57.0 °F,53%,  30.21 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-26,2:51 PM,  75.0 °F,  57.0 °F,53%,  30.19 in,  10.0 mi,SW,  4.6 mph,  -,N/A,	 ,Clear
2017-7-26,3:51 PM,  73.9 °F,  59.0 °F,59%,  30.17 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-7-26,4:51 PM,  73.9 °F,  55.9 °F,53%,  30.18 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-7-26,5:51 PM,  73.0 °F,  54.0 °F,51%,  30.16 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-7-26,6:51 PM,  71.1 °F,  54.0 °F,55%,  30.15 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-7-26,7:51 PM,  71.1 °F,  53.1 °F,53%,  30.14 in,  10.0 mi,South,  8.1 mph,  -,N/A,	 ,Clear
2017-7-26,8:51 PM,  69.1 °F,  55.9 °F,63%,  30.14 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-7-26,9:51 PM,  68.0 °F,  55.9 °F,65%,  30.15 in,  10.0 mi,SSE,  4.6 mph,  -,N/A,	 ,Clear
2017-7-26,10:51 PM,  68.0 °F,  55.0 °F,63%,  30.14 in,  10.0 mi,SSE,  3.5 mph,  -,N/A,	 ,Clear
2017-7-26,11:51 PM,  66.9 °F,  55.9 °F,68%,  30.14 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-7-27,12:51 AM,  68.0 °F,  57.0 °F,68%,  30.12 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-7-27,1:51 AM,  66.9 °F,  57.9 °F,73%,  30.11 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-7-27,2:51 AM,  66.0 °F,  60.1 °F,81%,  30.09 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-7-27,3:51 AM,  66.0 °F,  60.1 °F,81%,  30.08 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-7-27,4:51 AM,  66.0 °F,  60.1 °F,81%,  30.05 in,  10.0 mi,SW,  4.6 mph,  -,N/A,	 ,Clear
2017-7-27,5:51 AM,  66.0 °F,  60.1 °F,81%,  30.07 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-7-27,6:51 AM,  66.9 °F,  61.0 °F,81%,  30.06 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-7-27,7:51 AM,  69.1 °F,  62.1 °F,78%,  30.06 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Partly Cloudy
2017-7-27,8:51 AM,  71.1 °F,  63.0 °F,75%,  30.05 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2017-7-27,9:43 AM,  72.0 °F,  62.1 °F,71%,  30.06 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-27,9:51 AM,  72.0 °F,  64.0 °F,76%,  30.03 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-27,10:05 AM,  73.0 °F,  63.0 °F,71%,  30.05 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-27,10:38 AM,  73.0 °F,  64.0 °F,73%,  30.04 in,  10.0 mi,WSW,  5.8 mph,  -,N/A,	 ,Overcast
2017-7-27,10:51 AM,  73.9 °F,  64.9 °F,73%,  30.01 in,  10.0 mi,North,  -,  -,N/A,	 ,Overcast
2017-7-27,11:28 AM,  75.9 °F,  66.0 °F,71%,  30.02 in,  10.0 mi,WSW,  6.9 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-27,11:51 AM,  75.9 °F,  66.9 °F,74%,  29.99 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-27,12:00 PM,  75.9 °F,  66.9 °F,74%,  30.02 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Mostly Cloudy
2017-7-27,12:51 PM,  75.0 °F,  66.9 °F,76%,  29.97 in,  10.0 mi,North,  -,  -,N/A,	 ,Overcast
2017-7-27,1:15 PM,  77.0 °F,  66.9 °F,71%,  29.99 in,  10.0 mi,WSW,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-27,1:51 PM,  77.0 °F,  66.9 °F,71%,  29.95 in,  10.0 mi,WSW,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-27,2:37 PM,  73.9 °F,  68.0 °F,82%,  29.97 in,  10.0 mi,SSE,  4.6 mph,  -,N/A,	 ,Overcast
2017-7-27,2:51 PM,  73.0 °F,  69.1 °F,87%,  29.94 in,  9.0 mi,Variable,  4.6 mph,  -,  0.00 in,Rain,Light Rain
2017-7-27,3:51 PM,  73.9 °F,  68.0 °F,82%,  29.93 in,  10.0 mi,SSE,  5.8 mph,  -,  0.00 in,	 ,Overcast
2017-7-27,4:51 PM,  73.9 °F,  69.1 °F,85%,  29.92 in,  10.0 mi,SSE,  3.5 mph,  -,N/A,	 ,Overcast
2017-7-27,5:51 PM,  75.0 °F,  69.1 °F,82%,  29.91 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-7-27,6:17 PM,  75.9 °F,  69.1 °F,79%,  29.92 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
